DATE,TICKER,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49
199011,AAPL,0.010471204188481676,0.0,0.035901271503365736,0.0,0.05272999252056844,0.0,0.004487658937920718,0.0,0.007105459985041138,0.010845175766641737,0.012715033657442034,0.04338070306656694,0.006731488406881077,0.008601346297681375,0.0,0.029917726252804783,0.015332834704562454,0.0,0.046372475691847416,0.062079281974569925,0.010471204188481676,0.0041136873597606574,0.013462976813762156,0.05347793567688856,0.007105459985041138,0.03029169783096485,0.036275243081525806,0.03328347045624533,0.035901271503365736,0.0074794315632011965,0.020942408376963352,0.02206432311144353,0.026551982049364247,0.012715033657442034,0.004861630516080778,0.01832460732984293,0.0605833956619297,0.04412864622288706,0.013836948391922212,0.02206432311144353,0.21204188481675396,0.006357516828721017,0.026178010471204192,0.07778608825729244,0.01645474943904263,0.05759162303664921,0.003365744203440539,0.09386686611817502,0.04824233358264772,0.06881077038145099
199012,AAPL,0.010776662950575994,0.0,0.03567447045707915,0.0,0.052396878483835015,0.0,0.004459308807134894,0.0,0.007060572277963581,0.010776662950575994,0.0126347082868822,0.043106651802303976,0.006688963210702341,0.008175399479747306,0.0,0.02972872538089929,0.015235971757710888,0.0,0.046079524340393904,0.061687105165366025,0.010405053883314752,0.004087699739873653,0.013749535488665924,0.05351170568561873,0.007432181345224823,0.030471943515421776,0.03567447045707915,0.033444816053511704,0.036046079524340385,0.007432181345224823,0.020810107766629504,0.022296544035674472,0.026755852842809364,0.0126347082868822,0.004830917874396135,0.018208844295800816,0.06057227796358231,0.043849869936826456,0.013749535488665924,0.021924934968413228,0.211073950204385,0.0063173541434411,0.026012634708286884,0.07729468599033816,0.016350798959494612,0.05722779635823114,0.002972872538089929,0.09327387588257154,0.048680787811222585,0.06911928651059086
199101,AAPL,0.010507246376811594,0.0,0.035869565217391305,0.0,0.052173913043478265,0.0,0.0039855072463768106,0.0,0.006884057971014493,0.010869565217391304,0.011956521739130435,0.042391304347826085,0.006521739130434782,0.008695652173913044,0.0,0.030072463768115943,0.015217391304347828,0.0,0.04456521739130435,0.061231884057971024,0.010144927536231885,0.004347826086956522,0.013405797101449277,0.0536231884057971,0.0076086956521739125,0.03152173913043478,0.035869565217391305,0.034782608695652174,0.035507246376811595,0.007246376811594203,0.02065217391304348,0.02210144927536232,0.02681159420289855,0.013043478260869565,0.005434782608695652,0.01847826086956522,0.06268115942028986,0.043478260869565216,0.013405797101449277,0.021739130434782608,0.21231884057971012,0.006521739130434782,0.02681159420289855,0.0786231884057971,0.016304347826086956,0.05615942028985507,0.003260869565217391,0.09420289855072464,0.049637681159420285,0.06884057971014493
199102,AAPL,0.010439164866810657,0.0,0.03635709143268539,0.0,0.052915766738660906,0.0,0.003959683225341973,0.0,0.006839452843772497,0.011159107271418287,0.012239020878329732,0.041396688264938815,0.006479481641468682,0.008639308855291577,0.0,0.029157667386609076,0.01511879049676026,0.0,0.04391648668106552,0.06047516198704104,0.010439164866810657,0.0043196544276457895,0.012958963282937363,0.052915766738660906,0.00755939524838013,0.0320374370050396,0.0367170626349892,0.03707703383729302,0.0367170626349892,0.006839452843772497,0.019798416126709864,0.02159827213822894,0.02663786897048236,0.012958963282937363,0.005399568034557235,0.0183585313174946,0.06263498920086392,0.04391648668106552,0.013678905687544995,0.02195824334053276,0.210943124550036,0.0061195104391648675,0.026997840172786176,0.07919366450683946,0.01583873290136789,0.05579553635709143,0.003599712023038157,0.09431245500359972,0.05003599712023038,0.06695464362850972
199103,AAPL,0.01039426523297491,0.0,0.03620071684587814,0.0,0.05340501792114696,0.0,0.0039426523297491035,0.0,0.006810035842293907,0.011111111111111113,0.012186379928315413,0.042652329749103934,0.0064516129032258064,0.008960573476702509,0.0,0.02903225806451613,0.015412186379928316,0.0,0.04587813620071685,0.06093189964157706,0.010752688172043013,0.004301075268817204,0.012903225806451613,0.05304659498207885,0.006810035842293907,0.031541218637992835,0.035483870967741936,0.036917562724014336,0.036917562724014336,0.0064516129032258064,0.01971326164874552,0.021146953405017918,0.026523297491039426,0.012903225806451613,0.005734767025089607,0.01899641577060932,0.06200716845878136,0.04336917562724015,0.013620071684587814,0.021505376344086027,0.2100358422939068,0.0064516129032258064,0.027956989247311832,0.07777777777777778,0.015412186379928316,0.055913978494623665,0.003584229390681004,0.0953405017921147,0.04946236559139785,0.06702508960573476
199104,AAPL,0.010589481115425344,0.0,0.03635721849629368,0.0,0.053653370984821744,0.0,0.0038828097423226258,0.0,0.006706671373102718,0.011295446523120369,0.012707377338510413,0.042357924461701384,0.006353688669255207,0.008824567596187787,0.0,0.028591599011648424,0.015531238969290503,0.0,0.04518178609248147,0.060360042357924464,0.010589481115425344,0.0042357924461701385,0.012707377338510413,0.0522414401694317,0.006706671373102718,0.03141546064242852,0.03600423579244617,0.03776914931168373,0.03741616660783621,0.006353688669255207,0.020120014119308152,0.021178962230850692,0.02647370278856336,0.012354394634662902,0.005647723261560184,0.0183551006000706,0.061418990469466986,0.04341687257324391,0.01376632545005295,0.0215319449346982,0.21108365690081185,0.006706671373102718,0.028238616307800918,0.07800917755030004,0.01517825626544299,0.05683021531944935,0.0035298270384751147,0.0949523473349806,0.050476526650194135,0.06671373102717967
199105,AAPL,0.010861948142957252,0.0,0.03608969866853539,0.0,0.05360896986685354,0.0,0.003854239663629993,0.0,0.006657323055360897,0.011212333566923615,0.01296426068675543,0.042396636299929916,0.006306937631394534,0.0094604064470918,0.0,0.02908199018920813,0.015416958654519973,0.0,0.045199719691660825,0.06166783461807989,0.010511562718990891,0.004204625087596356,0.012613875262789068,0.05185704274702172,0.006657323055360897,0.031184302733006306,0.03608969866853539,0.03749124036440084,0.03714085494043448,0.006306937631394534,0.021023125437981783,0.021023125437981783,0.026278906797477224,0.012263489838822705,0.005606166783461808,0.01857042747021724,0.06166783461807989,0.043798177995795384,0.013665031534688158,0.021023125437981783,0.21093202522775054,0.006657323055360897,0.02873160476524177,0.07778556412053259,0.015416958654519973,0.058864751226348974,0.00350385423966363,0.09495444989488436,0.04940434477925718,0.0672740014015417
199106,AAPL,0.010805158591843849,0.0,0.03555245730219589,0.0,0.05367723945625653,0.0,0.003834088532589753,0.0,0.006622516556291391,0.010805158591843849,0.012896479609620077,0.04182642035552457,0.006273963053328686,0.009759498082955734,0.0,0.028232833739979087,0.016382014639247124,0.0,0.04461484837922621,0.060648309515510625,0.010805158591843849,0.004182642035552457,0.012199372603694669,0.0512373649355176,0.006273963053328686,0.03171836876960613,0.0362495643081213,0.03729522481700941,0.03799233182293482,0.006273963053328686,0.02126176368072499,0.02126176368072499,0.026490066225165563,0.012199372603694669,0.005576856047403277,0.017776228651097944,0.060648309515510625,0.0432206343673754,0.01324503311258278,0.021610317183687697,0.2122690833042872,0.006622516556291391,0.029627047751829907,0.07842453816660858,0.014987800627396306,0.05960264900662252,0.003485535029627048,0.0955036598117811,0.04984315092366679,0.06761937957476473
199107,AAPL,0.01087719298245614,0.0,0.03614035087719298,0.0,0.05263157894736842,0.0,0.003508771929824561,0.0,0.006666666666666667,0.01087719298245614,0.011929824561403507,0.040350877192982464,0.005964912280701754,0.009824561403508772,0.0,0.027017543859649124,0.016491228070175442,0.0,0.044561403508771934,0.059649122807017535,0.01087719298245614,0.0042105263157894745,0.012280701754385965,0.04982456140350877,0.00631578947368421,0.03192982456140351,0.036842105263157884,0.03754385964912281,0.038596491228070184,0.00631578947368421,0.021052631578947368,0.020701754385964912,0.027017543859649124,0.01263157894736842,0.005614035087719298,0.017894736842105262,0.06070175438596491,0.04350877192982456,0.01368421052631579,0.021403508771929824,0.2112280701754386,0.006666666666666667,0.029824561403508767,0.07859649122807018,0.015087719298245612,0.06035087719298245,0.003508771929824561,0.09473684210526316,0.04912280701754386,0.06631578947368423
199108,AAPL,0.010850542527126356,0.0,0.035701785089254465,0.0,0.05285264263213161,0.0,0.003500175008750437,0.0,0.006650332516625832,0.010850542527126356,0.012600630031501577,0.039901995099754985,0.005950297514875744,0.009450472523626182,0.0,0.02695134756737837,0.016450822541127057,0.0,0.0448022401120056,0.060203010150507524,0.010850542527126356,0.004200210010500525,0.012600630031501577,0.04970248512425621,0.006300315015750789,0.03185159257962898,0.037451872593629684,0.038501925096254816,0.0392019600980049,0.006300315015750789,0.021001050052502624,0.021351067553377668,0.02695134756737837,0.012600630031501577,0.0056002800140007,0.017500875043752192,0.06090304515225761,0.04410220511025551,0.013300665033251663,0.021351067553377668,0.21071053552677635,0.006650332516625832,0.030101505075253762,0.07875393769688484,0.014700735036751837,0.06125306265313265,0.003500175008750437,0.09415470773538676,0.04830241512075604,0.06580329016450823
199109,AAPL,0.010861948142957252,0.0,0.035739313244569026,0.0,0.051506657323055365,0.0,0.00350385423966363,0.0,0.006657323055360897,0.011212333566923615,0.012613875262789068,0.03994393833216538,0.005956552207428171,0.009110021023125437,0.0,0.026629292221443588,0.016468114926419062,0.0,0.045199719691660825,0.059565522074281715,0.011212333566923615,0.004204625087596356,0.01296426068675543,0.049754730203223546,0.006306937631394534,0.03188507358093903,0.03679046951646812,0.039243167484232656,0.038892782060266286,0.006306937631394534,0.020672740014015416,0.020322354590049056,0.027330063069376315,0.01296426068675543,0.005606166783461808,0.017168885774351786,0.0606166783461808,0.04555010511562719,0.013314646110721794,0.021373510861948143,0.21093202522775054,0.00700770847932726,0.03048353188507358,0.07848633496846531,0.015066573230553609,0.0606166783461808,0.00350385423966363,0.094604064470918,0.04695164681149264,0.06587245970567625
199110,AAPL,0.01090014064697609,0.0,0.036568213783403664,0.0,0.049929676511954985,0.0,0.0035161744022503515,0.0,0.006680731364275668,0.011954992967651195,0.01230661040787623,0.04043600562587905,0.0059774964838255965,0.009142053445850914,0.0,0.02707454289732771,0.015822784810126583,0.0,0.046061884669479615,0.060126582278481014,0.01160337552742616,0.004571026722925457,0.013361462728551337,0.049929676511954985,0.006329113924050633,0.03164556962025317,0.036568213783403664,0.03938115330520394,0.0379746835443038,0.006329113924050633,0.01969057665260197,0.02004219409282701,0.027426160337552744,0.013361462728551337,0.0059774964838255965,0.017580872011251757,0.060829817158931085,0.046061884669479615,0.013361462728551337,0.02039381153305204,0.21132208157524607,0.0073839662447257376,0.030239099859353025,0.07770745428973277,0.014767932489451475,0.05977496483825598,0.0031645569620253164,0.09423347398030944,0.04676511954992968,0.06610407876230663
199111,AAPL,0.010869565217391304,0.0,0.0364656381486676,0.0,0.04978962131837307,0.0,0.0035063113604488078,0.0,0.006661991584852735,0.011921458625525945,0.012272089761570829,0.04032258064516129,0.005960729312762972,0.0091164095371669,0.0,0.0273492286115007,0.015427769985974752,0.0,0.04628330995792426,0.06100981767180925,0.011570827489481066,0.004908835904628331,0.014025245441795231,0.04978962131837307,0.006661991584852735,0.03190743338008415,0.0364656381486676,0.03927068723702665,0.03716690042075736,0.006311360448807854,0.019635343618513323,0.019985974754558204,0.0273492286115007,0.01332398316970547,0.005610098176718092,0.017180925666199158,0.061360448807854136,0.04523141654978962,0.01332398316970547,0.020336605890603085,0.211781206171108,0.007363253856942495,0.030504908835904624,0.07713884992987377,0.015077138849929872,0.059607293127629725,0.003155680224403927,0.09361851332398316,0.047335203366058905,0.06591865357643759
199112,AAPL,0.010865755345250614,0.0,0.03645285664213109,0.0,0.049071153172099535,0.0,0.0035050823694356818,0.0,0.006659656501927795,0.011917280056081316,0.012267788293024886,0.04065895548545391,0.0059586400280406595,0.009113214160532773,0.0,0.027339642481598318,0.015422362425517,0.0,0.045916579039607434,0.06098843322818087,0.011566771819137749,0.004907115317209955,0.014020329477742729,0.04977216964598668,0.006309148264984227,0.030844724851034,0.03645285664213109,0.03890641430073607,0.037153873116018234,0.006659656501927795,0.01927795303189625,0.019978969505783387,0.027690150718541886,0.01331931300385559,0.0059586400280406595,0.01717490361023484,0.061689449702068,0.0452155625657203,0.01331931300385559,0.020329477742726955,0.2117069751139152,0.007360672975814931,0.030494216614090432,0.07781282860147214,0.015071854188573432,0.06028741675429373,0.003154574132492113,0.0946372239747634,0.0473186119873817,0.06554504030844725
199201,AAPL,0.010895471569628872,0.0,0.03779366700715015,0.0,0.04971058903643173,0.0,0.003745318352059925,0.0,0.007150153217568948,0.012257405515832482,0.011916922029281579,0.042560435818862784,0.005788219271365339,0.008852570650323459,0.0,0.027919645897173988,0.0149812734082397,0.0,0.045624787197820905,0.06162751106571331,0.011576438542730678,0.004766768811712632,0.013619339462036093,0.051072522982635336,0.007150153217568948,0.03302689819543752,0.036091249574395634,0.04017705141300647,0.037112700034048346,0.006469186244467144,0.017364657814096015,0.01974804221995233,0.027919645897173988,0.013959822948586994,0.005788219271365339,0.017024174327545116,0.06196799455226421,0.045965270684371805,0.013278855975485188,0.02076949267960504,0.209056860742254,0.008171603677221655,0.030643513789581207,0.07797071842015663,0.015321756894790603,0.057882192713653385,0.003745318352059925,0.09703779366700717,0.04698672114402452,0.06707524685052775
199202,AAPL,0.01094017094017094,0.0,0.03794871794871795,0.0,0.04957264957264957,0.0,0.003760683760683761,0.0,0.0071794871794871795,0.012307692307692308,0.011623931623931624,0.04102564102564103,0.00547008547008547,0.008888888888888889,0.0,0.02803418803418804,0.014700854700854703,0.0,0.04478632478632479,0.061538461538461535,0.011623931623931624,0.004786324786324786,0.014017094017094018,0.051623931623931626,0.0071794871794871795,0.03282051282051282,0.036239316239316234,0.04034188034188034,0.037606837606837605,0.006495726495726496,0.017777777777777778,0.019487179487179488,0.028717948717948718,0.014017094017094018,0.005811965811965812,0.016752136752136753,0.06085470085470085,0.046837606837606835,0.01264957264957265,0.020512820512820516,0.20752136752136752,0.007863247863247864,0.030769230769230767,0.07829059829059827,0.015384615384615384,0.057435897435897436,0.003760683760683761,0.09743589743589744,0.04786324786324787,0.06700854700854701
199203,AAPL,0.011216859279401768,0.0,0.038409245411284834,0.0,0.04894629503738953,0.0,0.0037389530931339226,0.0,0.007477906186267845,0.01257647858599592,0.011896668932698844,0.04078857919782461,0.005438477226376614,0.008837525492861998,0.0,0.02821210061182869,0.014615907545887152,0.0,0.04520734194425561,0.060503059143439834,0.011556764106050306,0.004418762746430999,0.014276002719238613,0.05098572399728076,0.007477906186267845,0.03263086335825969,0.036029911624745066,0.04078857919782461,0.03772943575798776,0.006458191706322229,0.018014955812372536,0.019374575118966692,0.02889191026512576,0.013596193065941536,0.005778382053025153,0.01733514615907546,0.06084296397008838,0.0469068660774983,0.01223657375934738,0.020394289598912305,0.20598232494901428,0.007817811012916384,0.030931339225017,0.07885791978246091,0.01563562202583277,0.05744391570360299,0.0037389530931339226,0.09789259007477906,0.04792658055744392,0.06662134602311352
199204,AAPL,0.01117507619370132,0.0,0.03894344734168642,0.0,0.048763968845242124,0.0,0.00372502539790044,0.0,0.0074500507958008815,0.01286826955638334,0.012190992211310531,0.04063664070436844,0.0057568574331188635,0.008804605485946495,0.0,0.028445648493057907,0.01456146291906536,0.0,0.0457162207924145,0.06095496105655266,0.011513714866237723,0.004063664070436844,0.014222824246528954,0.05113443955299695,0.0074500507958008815,0.03250931256349475,0.03555706061632238,0.04097527937690485,0.036911615306468,0.006434134778191668,0.017947849644429394,0.01930240433457501,0.02878428716559431,0.013545546901456146,0.0060954961056552655,0.017270572299356586,0.06095496105655266,0.0467321368100237,0.012190992211310531,0.02031832035218422,0.20690822891974264,0.008127328140873687,0.030138841855739926,0.07754825601083644,0.015238740264138163,0.05655265831357941,0.004063664070436844,0.09752793769048423,0.04842533017270572,0.06603454114459871
199205,AAPL,0.011428571428571429,0.0,0.038991596638655465,0.0,0.049075630252100835,0.0,0.004033613445378151,0.0,0.007731092436974791,0.013445378151260505,0.012100840336134452,0.04033613445378152,0.006050420168067228,0.008739495798319327,0.0,0.028235294117647063,0.01445378151260504,0.0,0.04605042016806723,0.060504201680672276,0.011092436974789916,0.004033613445378151,0.013781512605042016,0.051428571428571435,0.0073949579831932765,0.03226890756302521,0.0373109243697479,0.04168067226890757,0.03697478991596639,0.006722689075630253,0.01781512605042017,0.018823529411764704,0.028571428571428567,0.013445378151260505,0.006050420168067228,0.017478991596638654,0.060504201680672276,0.04605042016806723,0.011764705882352941,0.020504201680672268,0.20672268907563024,0.008067226890756302,0.03058823529411765,0.07865546218487393,0.015126050420168069,0.05680672268907563,0.004033613445378151,0.09781512605042016,0.04840336134453781,0.06554621848739496
199206,AAPL,0.010956175298804782,0.0,0.03818061088977424,0.0,0.049800796812749,0.0,0.00398406374501992,0.0,0.007636122177954846,0.014608233731739709,0.011952191235059759,0.0401726427622842,0.0059760956175298795,0.008632138114209827,0.0,0.027888446215139442,0.014276228419654712,0.0,0.046148738379814085,0.060756972111553786,0.010956175298804782,0.00398406374501992,0.013280212483399736,0.05146082337317397,0.0073041168658698535,0.032204515272244355,0.03652058432934927,0.041168658698539175,0.037184594953519265,0.006640106241699867,0.01759628154050465,0.01925630810092961,0.02822045152722444,0.012948207171314742,0.0059760956175298795,0.017928286852589643,0.0600929614873838,0.045816733067729085,0.011288180610889776,0.020584329349269587,0.20650730411686588,0.00796812749003984,0.030544488711819386,0.0800132802124834,0.014940239043824704,0.05710491367861885,0.003652058432934927,0.09694555112881806,0.049800796812749,0.06540504648074369
199207,AAPL,0.01090909090909091,0.0,0.03834710743801653,0.0,0.049256198347107434,0.0,0.0039669421487603315,0.0,0.007272727272727274,0.014545454545454544,0.011900826446280993,0.04,0.005950413223140496,0.00859504132231405,0.0,0.027768595041322317,0.014545454545454544,0.0,0.045950413223140495,0.06049586776859504,0.011239669421487604,0.004297520661157025,0.013223140495867768,0.051570247933884296,0.006942148760330578,0.03206611570247934,0.03636363636363636,0.04132231404958678,0.03702479338842976,0.006611570247933884,0.017520661157024792,0.01884297520661157,0.027768595041322317,0.012892561983471074,0.005950413223140496,0.019504132231404958,0.05983471074380165,0.0456198347107438,0.011570247933884295,0.020495867768595043,0.2056198347107438,0.007933884297520661,0.030413223140495868,0.08099173553719008,0.015537190082644628,0.0575206611570248,0.003636363636363637,0.09785123966942147,0.04958677685950413,0.06479338842975206
