DATE,TICKER,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49
199001,AAPL,0.009584664536741214,0.0,0.03354632587859425,0.0,0.05591054313099041,0.0,0.004792332268370607,0.0,0.007587859424920127,0.009185303514376995,0.013178913738019169,0.04432907348242812,0.007188498402555909,0.007587859424920127,0.0,0.031150159744408944,0.016773162939297124,0.0,0.04832268370607029,0.0626996805111821,0.009584664536741214,0.0035942492012779547,0.013578274760383386,0.05591054313099041,0.006389776357827476,0.03314696485623003,0.03514376996805112,0.03274760383386582,0.0347444089456869,0.007987220447284345,0.019968051118210862,0.023961661341853038,0.02675718849840256,0.012380191693290734,0.00439297124600639,0.019568690095846646,0.06230031948881789,0.04073482428115016,0.013178913738019169,0.02036741214057508,0.2176517571884984,0.006389776357827476,0.024361022364217253,0.07228434504792333,0.017172523961661343,0.05670926517571885,0.003194888178913738,0.08985623003194887,0.050319488817891375,0.06829073482428115
199002,AAPL,0.009936406995230523,0.0,0.034578696343402215,0.0,0.055246422893481716,0.0,0.004769475357710652,0.0,0.007551669316375198,0.009936406995230523,0.013116057233704292,0.04372019077901431,0.007154213036565978,0.007949125596184421,0.0,0.031001589825119236,0.01629570747217806,0.0,0.046502384737678856,0.06359300476947535,0.009141494435612085,0.003577106518282989,0.013116057233704292,0.05604133545310016,0.006359300476947536,0.03378378378378378,0.034578696343402215,0.03259141494435612,0.034578696343402215,0.007949125596184421,0.01987281399046105,0.02384737678855326,0.027027027027027032,0.01232114467408585,0.004372019077901431,0.019475357710651828,0.06279809220985691,0.04252782193958665,0.013116057233704292,0.020270270270270268,0.2146263910969793,0.006359300476947536,0.025039745627980926,0.07154213036565978,0.017488076311605722,0.05564387917329094,0.0027821939586645467,0.08942766295707473,0.05007949125596185,0.07074721780604132
199003,AAPL,0.009456264775413713,0.0,0.03467297084318361,0.0,0.05358550039401103,0.0,0.0047281323877068565,0.0,0.007486209613869189,0.009456264775413713,0.013396375098502758,0.0421591804570528,0.007092198581560284,0.007880220646178092,0.0,0.030732860520094562,0.015760441292356184,0.0,0.046493301812450746,0.06422379826635145,0.009456264775413713,0.0043341213553979505,0.013002364066193851,0.05555555555555555,0.006698187549251379,0.03309692671394799,0.03467297084318361,0.03230890464933018,0.03467297084318361,0.007880220646178092,0.02048857368006304,0.023640661938534282,0.026398739164696608,0.01260835303388495,0.0043341213553979505,0.018912529550827426,0.06185973207249802,0.042947202521670606,0.013396375098502758,0.020094562647754142,0.21315996847911745,0.006304176516942475,0.0256107171000788,0.07210401891252956,0.01773049645390071,0.05713159968479117,0.003152088258471237,0.09062253743104808,0.050039401103230886,0.07092198581560284
199004,AAPL,0.009364026531408505,0.0,0.03394459617635583,0.0,0.053452984783456885,0.0,0.004682013265704253,0.0,0.0074131876706984,0.009364026531408505,0.013265704252828716,0.04291845493562232,0.00702301989855638,0.00780335544284042,0.0,0.030823253999219664,0.015216543113538818,0.0,0.04642996488490049,0.0647678501755755,0.010144362075692548,0.004291845493562232,0.013655872024970737,0.055793991416309016,0.00702301989855638,0.033164260632071785,0.035115099492781895,0.031603589543503716,0.034724931720639875,0.00780335544284042,0.020288724151385096,0.023410066328521262,0.026141240733515408,0.012485368708544673,0.004291845493562232,0.01911822083495903,0.06281701131486539,0.04291845493562232,0.013265704252828716,0.019898556379243083,0.21225126804525946,0.006242684354272336,0.02575107296137339,0.07296137339055794,0.017557549746390948,0.05774483027701913,0.003121342177136169,0.09168942645337497,0.0499414748341787,0.07023019898556379
199005,AAPL,0.00973141300116777,0.0,0.03386531724406384,0.0,0.053717399766446086,0.0,0.0046710782405605285,0.0,0.007395873880887504,0.00973141300116777,0.013234721681588166,0.04281821720513818,0.007006617360840794,0.007785130400934216,0.0,0.03075126508369015,0.015959517321915143,0.0,0.04632152588555858,0.06422732580770728,0.01012066952121448,0.004281821720513819,0.013623978201634877,0.05566368236667965,0.006617360840794083,0.033086804203970414,0.035422343324250684,0.031529778123783575,0.03464383028415726,0.007395873880887504,0.021019852082522383,0.02374464772284936,0.026080186843129623,0.012456208641494744,0.004281821720513819,0.019073569482288832,0.06344881276761385,0.043596730245231606,0.013234721681588166,0.02024133904242896,0.21175554690541065,0.0058388478007006615,0.0253016738030362,0.07318022576878162,0.017516543402101986,0.05644219540677306,0.003114052160373686,0.09225379525107046,0.04787855196574543,0.07084468664850138
199006,AAPL,0.00963762528912876,0.0,0.03392444101773323,0.0,0.05319969159599075,0.0,0.004626060138781804,0.0,0.007324595219737856,0.01040863531225906,0.012721665381649962,0.042791056283731685,0.007324595219737856,0.008095605242868157,0.0,0.030840400925212032,0.016191210485736313,0.0,0.046646106399383186,0.06476484194294525,0.01040863531225906,0.004240555127216654,0.013878180416345412,0.0543562066306862,0.006553585196607556,0.032382420971472634,0.03508095605242868,0.03199691595990748,0.03469545104086353,0.007324595219737856,0.02081727062451812,0.023515805705474173,0.025828835774865076,0.012336160370084809,0.004240555127216654,0.01927525057825752,0.06283731688511951,0.042791056283731685,0.013492675404780262,0.020046260601387814,0.212798766383963,0.005782575173477255,0.025443330763299923,0.07517347725520432,0.01734772552043176,0.05782575173477255,0.003469545104086353,0.09290670778720124,0.047417116422513485,0.0697764070932922
199007,AAPL,0.009571209800918835,0.0,0.03407350689127105,0.0,0.05206738131699847,0.0,0.004594180704441043,0.0,0.007274119448698315,0.010336906584992344,0.012633996937212864,0.04249617151607963,0.007274119448698315,0.008422664624808576,0.0,0.030627871362940283,0.016079632465543645,0.0,0.047090352220520666,0.06431852986217458,0.010336906584992344,0.004211332312404288,0.013782542113323124,0.053981623277182235,0.006891271056661562,0.031010719754977024,0.03560490045941807,0.03177641653905053,0.03407350689127105,0.007274119448698315,0.020673813169984685,0.02297090352220521,0.02603369065849924,0.012251148545176109,0.004211332312404288,0.01875957120980092,0.06202143950995405,0.04326186830015314,0.013782542113323124,0.019908116385911175,0.21324655436447168,0.0061255742725880545,0.02603369065849924,0.07656967840735067,0.016845329249617153,0.057427258805513026,0.003445635528330781,0.09264931087289434,0.04823889739663093,0.07006125574272587
199008,AAPL,0.00952018278750952,0.0,0.033891850723533894,0.0,0.053313023610053314,0.0,0.00456968773800457,0.0,0.007235338918507235,0.010281797410510284,0.012566641279512566,0.04303122619954304,0.007616146230007615,0.008758568164508759,0.0,0.03084539223153085,0.015993907083016,0.0,0.046458492003046456,0.06245239908606245,0.010281797410510284,0.0041888804265041895,0.013709063214013708,0.054455445544554455,0.007235338918507235,0.031607006854531605,0.03541507996953541,0.03236862147753237,0.034653465346534656,0.007235338918507235,0.02056359482102056,0.02284843869002285,0.026656511805026657,0.012566641279512566,0.0041888804265041895,0.0178979436405179,0.061309977151561314,0.044173648134044174,0.014089870525514091,0.021325209444021324,0.2121096725057121,0.0064737242955064745,0.026656511805026657,0.0773038842345773,0.016755521706016754,0.05826351865955826,0.003427265803503427,0.09177456207159178,0.04798172124904798,0.07083015993907082
199009,AAPL,0.00978547233722243,0.0,0.034625517500940915,0.0,0.053820097854723366,0.0,0.004516371847948814,0.0,0.007150922092585624,0.010914565299209636,0.01242002258185924,0.04328189687617614,0.007150922092585624,0.008656379375235227,0.0,0.030485509973654495,0.01618366578848325,0.0,0.04591644712081295,0.0617237485886338,0.01016183665788483,0.0041400075272864136,0.013549115543846444,0.054572826496048166,0.007150922092585624,0.030861874294316895,0.03613097478359052,0.031990967256304105,0.03424915318027851,0.007903650733910425,0.021076401957094468,0.022581859239744068,0.026345502446368085,0.01242002258185924,0.0041400075272864136,0.018065487391795258,0.060971019947309,0.04403462551750094,0.013925479864508844,0.021452766277756868,0.21302220549491907,0.00639819345126082,0.026721866767030485,0.07753105005645465,0.016936394429808054,0.05683101242002257,0.003387278885961611,0.0937147158449379,0.04742190440346255,0.07113285660519382
199010,AAPL,0.00976342470897484,0.0,0.035298535486293664,0.0,0.053323319564401055,0.0,0.004506196019526849,0.0,0.007134810364250846,0.010889973713856551,0.012392039053698836,0.042808862185505066,0.006759294029290274,0.008636875704093128,0.0,0.030041306796845663,0.015396169733383404,0.0,0.04581299286518964,0.06233571160345475,0.010514457378895982,0.004130679684566279,0.013518588058580548,0.054074352234322186,0.007134810364250846,0.03041682313180624,0.03642508449117537,0.032669921141569656,0.035674051821254216,0.007134810364250846,0.021028914757791964,0.022530980097634247,0.026661659782200527,0.012392039053698836,0.004506196019526849,0.01877581674802854,0.0604581299286519,0.04355989485542621,0.01389410439354112,0.021779947427713102,0.21141569658280132,0.006383777694329703,0.026661659782200527,0.07773188133683816,0.016898235073225687,0.0578295155839279,0.003379647014645137,0.09312805107022157,0.04769057453999249,0.07022155463762672
